focal.strain	int.id	i.int	j.int	outcome	score.d	score.o	dom.score	psim	pdist	tdist1	tdist2	tdist3	tdist4	i.clade	j.clade	WB	self	RI	RNI	ASYM	SUM
39F	29A	2	0	29A	0	0	-2	84.7	15.3	0.000578366	103.0377944	0.530552041	1091.617758	Psyr	Pflu	B	0	0	0	1	1
39F	39A	2	0	39A	0	0	-2	85	15	0.000653037	36.95833014	0.471181319	1077.16778	Psyr	Pflu	B	0	0	0	1	1
39F	34A	2	0	34A	0	0	-2	84.6	15.4	0.000511284	6.216539164	0.351855235	792.8528515	Psyr	Pflu	B	0	0	0	1	1
39F	27A	2	0	27A	0	0	-2	84.8	15.2	0.000351867	157.2851749	0.479956742	1020.078104	Psyr	Pflu	B	0	0	0	1	1
39F	36B	2	0	36B	0	0	-2	84.8	15.2	0.000362477	132.4960292	0.474106675	967.017252	Psyr	Pflu	B	0	0	0	1	1
39F	33E	2	0	33E	0	0	-2	84.8	15.2	0.000381303	80.22059314	0.513692181	1022.388575	Psyr	Pflu	B	0	0	0	1	1
39F	13A	2	0	13A	0	0	-2	84.8	15.2	0.000350391	135.9749057	0.464793175	939.1463046	Psyr	Pflu	B	0	0	0	1	1
39F	03A	2	0	03A	0	0	-2	84.7	15.3	0.000448427	18.34924834	0.492843867	1028.246228	Psyr	Pflu	B	0	0	0	1	1
39F	06A	2	0	06A	0	0	-2	84.7	15.3	0.000448816	37.70931964	0.504256523	1061.385297	Psyr	Pflu	B	0	0	0	1	1
39F	46A	2	0	46A	0	0	-2	84.4	15.6	0.000856152	216.9587013	0.323025309	745.4699377	Psyr	Pflu	B	0	0	0	1	1
08C	23A	1	1	RI	1	1	0	99.7	0.3	0.000295329	2052.43343	0.285823135	155.4033933	Psyr	Psyr	W	0	1	0	0	1
08C	24C	0	1	08C	2	1	1	90.5	9.5	0.000183572	256.9770847	0.131337259	232.0066711	Psyr	Psyr	W	0	0	0	1	1
08C	21A	0	1	08C	2	1	1	92.1	7.9	3.98E-05	580.2300376	0.080802912	377.5770806	Psyr	Psyr	W	0	0	0	1	1
08C	20B	1	1	RI	1	1	0	92.1	7.9	5.83E-05	1283.26719	0.093476052	445.0081382	Psyr	Psyr	W	0	1	0	0	1
08C	08B	2	0	08B	0	0	-2	83.8	16.2	0.000765661	589.1473806	0.336695229	1138.28919	Psyr	Psyr	W	0	0	0	1	1
08C	36A	2	0	36A	0	0	-2	84.5	15.5	0.000292446	1801.604832	0.169552165	755.3700657	Psyr	Pflu	B	0	0	0	1	1
08C	06B	2	0	06B	0	0	-2	84.5	15.5	0.000433708	1694.276122	0.234634273	875.5734086	Psyr	Pflu	B	0	0	0	1	1
08C	07B	2	0	07B	0	0	-2	84.5	15.5	0.000288515	1589.662123	0.134322974	591.4657553	Psyr	Pflu	B	0	0	0	1	1
08C	43A	2	0	43A	0	0	-2	84.2	15.8	0.000159839	2132.084008	0.166910678	723.1743447	Psyr	Pflu	B	0	0	0	1	1
08C	29A	2	0	29A	0	0	-2	84.2	15.8	0.000314584	2010.16113	0.250823705	924.9717296	Psyr	Pflu	B	0	0	0	1	1
08C	39A	2	0	39A	0	0	-2	85.2	14.8	0.000389255	2150.157255	0.191452983	910.5217516	Psyr	Pflu	B	0	0	0	1	1
08C	34A	2	0	34A	0	0	-2	85	15	0.000247502	2106.982386	0.072126899	626.2068231	Psyr	Pflu	B	0	0	0	1	1
08C	27A	2	0	27A	0	0	-2	85	15	8.81E-05	2270.4841	0.200228406	853.4320756	Psyr	Pflu	B	0	0	0	1	1
08C	36B	2	0	36B	0	0	-2	85	15	9.87E-05	2245.694954	0.194378339	800.3712236	Psyr	Pflu	B	0	0	0	1	1
08C	33E	2	0	33E	0	0	-2	85	15	0.000117521	2193.419518	0.233963845	855.7425466	Psyr	Pflu	B	0	0	0	1	1
08C	13A	2	0	13A	0	0	-2	85	15	8.66E-05	2249.17383	0.185064839	772.5002762	Psyr	Pflu	B	0	0	0	1	1
08C	03A	2	0	03A	0	0	-2	85	15	0.000184645	2131.548173	0.213115531	861.6001996	Psyr	Pflu	B	0	0	0	1	1
08C	06A	2	0	06A	0	0	-2	85	15	0.000185034	2150.908244	0.224528187	894.7392686	Psyr	Pflu	B	0	0	0	1	1
08C	46A	2	0	46A	0	0	-2	84.3	15.7	0.00059237	1896.240223	0.043296973	578.8239093	Psyr	Pflu	B	0	0	0	1	1
23A	24C	1	2	23A	1	2	1	90.6	9.4	0.000111757	1795.456346	0.417160395	387.4100644	Psyr	Psyr	W	0	0	0	1	1
23A	21A	2	1	21A	0	1	-1	92.1	7.9	0.00025555	1472.203393	0.366626047	532.9804739	Psyr	Psyr	W	0	0	0	1	1
23A	20B	2	0	20B	0	0	-2	92.1	7.9	0.000237047	769.16624	0.379299187	600.4115315	Psyr	Psyr	W	0	0	0	1	1
23A	08B	2	0	08B	0	0	-2	83.8	16.2	0.00106099	1463.28605	0.622518364	1293.692583	Psyr	Psyr	W	0	0	0	1	1
23A	36A	2	0	36A	0	0	-2	84.6	15.4	0.000587775	250.8285986	0.455375301	910.7734589	Psyr	Pflu	B	0	0	0	1	1
23A	06B	2	0	06B	0	0	-2	84.6	15.4	0.000729037	358.157308	0.520457409	1030.976802	Psyr	Pflu	B	0	0	0	1	1
23A	07B	2	0	07B	0	0	-2	84.6	15.4	0.000583844	462.771307	0.42014611	746.8691485	Psyr	Pflu	B	0	0	0	1	1
23A	43A	2	0	43A	0	0	-2	84.3	15.7	0.000455168	79.650578	0.452733814	878.5777379	Psyr	Pflu	B	0	0	0	1	1
23A	29A	2	0	29A	0	0	-2	84.2	15.8	0.000609913	42.2723	0.536646841	1080.375123	Psyr	Pflu	B	0	0	0	1	1
23A	39A	2	0	39A	0	0	-2	85.2	14.8	0.000684584	97.7238245	0.477276119	1065.925145	Psyr	Pflu	B	0	0	0	1	1
23A	34A	2	0	34A	0	0	-2	85	15	0.000542831	54.5489552	0.357950035	781.6102163	Psyr	Pflu	B	0	0	0	1	1
23A	27A	2	0	27A	0	0	-2	85.1	14.9	0.000383414	218.0506693	0.486051542	1008.835469	Psyr	Pflu	B	0	0	0	1	1
23A	36B	2	0	36B	0	0	-2	85.1	14.9	0.000394024	193.2615236	0.480201475	955.7746168	Psyr	Pflu	B	0	0	0	1	1
23A	33E	2	0	33E	0	0	-2	85.1	14.9	0.00041285	140.9860875	0.519786981	1011.14594	Psyr	Pflu	B	0	0	0	1	1
23A	13A	2	0	13A	0	0	-2	85.1	14.9	0.000381938	196.7404001	0.470887975	927.9036694	Psyr	Pflu	B	0	0	0	1	1
23A	03A	2	0	03A	0	0	-2	85	15	0.000479974	79.1147427	0.498938667	1017.003593	Psyr	Pflu	B	0	0	0	1	1
23A	06A	2	0	06A	0	0	-2	85	15	0.000480363	98.474814	0.510351323	1050.142662	Psyr	Pflu	B	0	0	0	1	1
23A	46A	2	0	46A	0	0	-2	84.3	15.7	0.000887699	156.1932069	0.329120109	734.2273025	Psyr	Pflu	B	0	0	0	1	1
24C	21A	1	0	21A	1	0	-1	92.8	7.2	0.000143793	323.2529529	0.050534348	145.5704095	Psyr	Psyr	W	0	0	0	1	1
24C	20B	0	0	RNI	2	0	0	92.8	7.2	0.00012529	1026.290106	0.037861207	213.0014671	Psyr	Psyr	W	0	0	1	0	1
24C	08B	2	0	08B	0	0	-2	83.9	16.1	0.000949233	332.1702959	0.205357969	906.2825188	Psyr	Psyr	W	0	0	0	1	1
24C	36A	2	0	36A	0	0	-2	84.4	15.6	0.000476018	1544.627747	0.038214906	523.3633945	Psyr	Pflu	B	0	0	0	1	1
24C	06B	2	2	RI	0	2	0	84.4	15.6	0.00061728	1437.299038	0.103297014	643.5667374	Psyr	Pflu	B	0	1	0	0	1
24C	07B	2	0	07B	0	0	-2	84.4	15.6	0.000472087	1332.685039	0.002985715	359.4590841	Psyr	Pflu	B	0	0	0	1	1
24C	43A	2	0	43A	0	0	-2	83.9	16.1	0.000343411	1875.106924	0.035573419	491.1676735	Psyr	Pflu	B	0	0	0	1	1
24C	29A	2	0	29A	0	0	-2	83.8	16.2	0.000498156	1753.184046	0.119486446	692.9650584	Psyr	Pflu	B	0	0	0	1	1
24C	39A	2	0	39A	0	0	-2	84.5	15.5	0.000572827	1893.18017	0.060115724	678.5150804	Psyr	Pflu	B	0	0	0	1	1
24C	34A	2	0	34A	0	0	-2	84.1	15.9	0.000431074	1850.005301	0.05921036	394.2001519	Psyr	Pflu	B	0	0	0	1	1
24C	27A	2	0	27A	0	0	-2	84.2	15.8	0.000271657	2013.507015	0.068891147	621.4254044	Psyr	Pflu	B	0	0	0	1	1
24C	36B	2	0	36B	0	0	-2	84.2	15.8	0.000282267	1988.717869	0.06304108	568.3645524	Psyr	Pflu	B	0	0	0	1	1
24C	33E	2	0	33E	0	0	-2	84.2	15.8	0.000301093	1936.442433	0.102626586	623.7358754	Psyr	Pflu	B	0	0	0	1	1
24C	13A	2	0	13A	0	0	-2	84.2	15.8	0.000270181	1992.196746	0.05372758	540.493605	Psyr	Pflu	B	0	0	0	1	1
24C	03A	2	0	03A	0	0	-2	84.1	15.9	0.000368217	1874.571088	0.081778272	629.5935284	Psyr	Pflu	B	0	0	0	1	1
24C	06A	2	0	06A	0	0	-2	84.1	15.9	0.000368606	1893.93116	0.093190928	662.7325974	Psyr	Pflu	B	0	0	0	1	1
24C	46A	2	0	46A	0	0	-2	83.5	16.5	0.000775942	1639.263139	0.088040286	346.8172381	Psyr	Pflu	B	0	0	0	1	1
21A	20B	0	0	RNI	2	0	0	100	0	1.85E-05	703.0371527	0.01267314	67.43105759	Psyr	Psyr	W	0	0	1	0	1
21A	08B	2	0	08B	0	0	-2	84.2	15.8	0.00080544	8.917342975	0.255892317	760.7121093	Psyr	Psyr	W	0	0	0	1	1
21A	36A	2	0	36A	0	0	-2	84.1	15.9	0.000332225	1221.374794	0.088749254	377.792985	Psyr	Pflu	B	0	0	0	1	1
21A	06B	2	0	06B	0	0	-2	84.1	15.9	0.000473487	1114.046085	0.153831362	497.9963279	Psyr	Pflu	B	0	0	0	1	1
21A	07B	2	0	07B	0	0	-2	84.1	15.9	0.000328294	1009.432086	0.053520063	213.8886746	Psyr	Pflu	B	0	0	0	1	1
21A	43A	2	0	43A	0	0	-2	84.3	15.7	0.000199618	1551.853971	0.086107767	345.597264	Psyr	Pflu	B	0	0	0	1	1
21A	29A	2	0	29A	0	0	-2	84.1	15.9	0.000354363	1429.931093	0.170020794	547.3946489	Psyr	Pflu	B	0	0	0	1	1
21A	39A	2	0	39A	0	0	-2	84.6	15.4	0.000429034	1569.927217	0.110650072	532.9446709	Psyr	Pflu	B	0	0	0	1	1
21A	34A	2	0	34A	0	0	-2	84.6	15.4	0.000287281	1526.752348	0.008676012	248.6297424	Psyr	Pflu	B	0	0	0	1	1
21A	27A	2	0	27A	0	0	-2	84.5	15.5	0.000127864	1690.254062	0.119425495	475.8549949	Psyr	Pflu	B	0	0	0	1	1
21A	36B	2	0	36B	0	0	-2	84.5	15.5	0.000138474	1665.464916	0.113575428	422.7941429	Psyr	Pflu	B	0	0	0	1	1
21A	33E	2	0	33E	0	0	-2	84.5	15.5	0.0001573	1613.18948	0.153160934	478.1654659	Psyr	Pflu	B	0	0	0	1	1
21A	13A	2	0	13A	0	0	-2	84.5	15.5	0.000126388	1668.943793	0.104261928	394.9231955	Psyr	Pflu	B	0	0	0	1	1
21A	03A	2	0	03A	0	0	-2	84.2	15.8	0.000224424	1551.318135	0.13231262	484.0231189	Psyr	Pflu	B	0	0	0	1	1
21A	06A	2	0	06A	0	0	-2	84.2	15.8	0.000224813	1570.678207	0.143725276	517.1621879	Psyr	Pflu	B	0	0	0	1	1
21A	46A	2	0	46A	0	0	-2	83.9	16.1	0.000632149	1316.010186	0.037505938	201.2468286	Psyr	Pflu	B	0	0	0	1	1
20B	08B	2	0	08B	0	0	-2	84.2	15.8	0.000823943	694.1198097	0.243219177	693.2810517	Psyr	Psyr	W	0	0	0	1	1
20B	36A	2	0	36A	0	0	-2	84.1	15.9	0.000350728	518.3376414	0.076076113	310.3619275	Psyr	Pflu	B	0	0	0	1	1
20B	06B	2	0	06B	0	0	-2	84.1	15.9	0.00049199	411.008932	0.141158221	430.5652704	Psyr	Pflu	B	0	0	0	1	1
20B	07B	2	0	07B	0	0	-2	84.1	15.9	0.000346797	306.394933	0.040846922	146.4576171	Psyr	Pflu	B	0	0	0	1	1
20B	43A	2	0	43A	0	0	-2	84.3	15.7	0.000218121	848.816818	0.073434626	278.1662065	Psyr	Pflu	B	0	0	0	1	1
20B	29A	2	0	29A	0	0	-2	84.1	15.9	0.000372866	726.89394	0.157347653	479.9635914	Psyr	Pflu	B	0	0	0	1	1
20B	39A	2	0	39A	0	0	-2	84.6	15.4	0.000447537	866.8900645	0.097976931	465.5136134	Psyr	Pflu	B	0	0	0	1	1
20B	34A	2	0	34A	0	0	-2	84.6	15.4	0.000305784	823.7151952	0.021349153	181.1986849	Psyr	Pflu	B	0	0	0	1	1
20B	27A	2	0	27A	0	0	-2	84.5	15.5	0.000146367	987.2169093	0.106752354	408.4239374	Psyr	Pflu	B	0	0	0	1	1
20B	36B	2	0	36B	0	0	-2	84.5	15.5	0.000156977	962.4277636	0.100902287	355.3630854	Psyr	Pflu	B	0	0	0	1	1
20B	33E	2	0	33E	0	0	-2	84.5	15.5	0.000175803	910.1523275	0.140487793	410.7344084	Psyr	Pflu	B	0	0	0	1	1
20B	13A	2	0	13A	0	0	-2	84.5	15.5	0.000144891	965.9066401	0.091588787	327.492138	Psyr	Pflu	B	0	0	0	1	1
20B	03A	2	0	03A	0	0	-2	84.2	15.8	0.000242927	848.2809827	0.119639479	416.5920614	Psyr	Pflu	B	0	0	0	1	1
20B	06A	2	0	06A	0	0	-2	84.2	15.8	0.000243316	867.641054	0.131052135	449.7311304	Psyr	Pflu	B	0	0	0	1	1
20B	46A	2	0	46A	0	0	-2	83.9	16.1	0.000650652	612.9730331	0.050179079	133.8157711	Psyr	Pflu	B	0	0	0	1	1
08B	36A	2	0	36A	0	0	-2	84	16	0.000473215	1212.457451	0.167143063	382.9191243	Psyr	Pflu	B	0	0	0	1	1
08B	06B	2	0	06B	0	0	-2	84	16	0.000331953	1105.128742	0.102060955	262.7157814	Psyr	Pflu	B	0	0	0	1	1
08B	07B	2	2	RI	0	2	0	84	16	0.000477146	1000.514743	0.202372254	546.8234347	Psyr	Pflu	B	0	1	0	0	1
08B	43A	2	0	43A	0	0	-2	84.2	15.8	0.000605822	1542.936628	0.16978455	415.1148453	Psyr	Pflu	B	0	0	0	1	1
08B	29A	2	0	29A	0	0	-2	84.2	15.8	0.000451077	1421.01375	0.085871523	213.3174604	Psyr	Pflu	B	0	0	0	1	1
08B	39A	2	0	39A	0	0	-2	84.6	15.4	0.000376406	1561.009874	0.145242245	227.7674384	Psyr	Pflu	B	0	0	0	1	1
08B	34A	2	0	34A	0	0	-2	84.7	15.3	0.000518159	1517.835005	0.264568329	512.0823669	Psyr	Pflu	B	0	0	0	1	1
08B	27A	2	0	27A	0	0	-2	84.6	15.4	0.000677576	1681.336719	0.136466822	284.8571144	Psyr	Pflu	B	0	0	0	1	1
08B	36B	2	0	36B	0	0	-2	84.6	15.4	0.000666966	1656.547573	0.142316889	337.9179664	Psyr	Pflu	B	0	0	0	1	1
08B	33E	2	0	33E	0	0	-2	84.6	15.4	0.00064814	1604.272137	0.102731383	282.5466434	Psyr	Pflu	B	0	0	0	1	1
08B	13A	2	0	13A	0	0	-2	84.6	15.4	0.000679052	1660.02645	0.151630389	365.7889138	Psyr	Pflu	B	0	0	0	1	1
08B	03A	2	1	03A	0	1	-1	84.5	15.5	0.000581016	1542.400792	0.123579697	276.6889904	Psyr	Pflu	B	0	0	0	1	1
08B	06A	2	1	06A	0	1	-1	84.5	15.5	0.000580627	1561.760864	0.112167041	243.5499214	Psyr	Pflu	B	0	0	0	1	1
08B	46A	2	0	46A	0	0	-2	84	16	0.000173291	1307.092843	0.293398255	559.4652807	Psyr	Pflu	B	0	0	0	1	1
36A	06B	0	1	36A	2	1	1	100	0	0.000141262	107.3287094	0.065082108	120.2033429	Pflu	Pflu	W	0	0	0	1	1
36A	07B	0	2	36A	2	2	2	100	0	3.93E-06	211.9427084	0.035229191	163.9043104	Pflu	Pflu	W	0	0	0	1	1
36A	43A	2	0	43A	0	0	-2	96.2	3.8	0.000132607	330.4791766	0.002641487	32.195721	Pflu	Pflu	W	0	0	0	1	1
36A	29A	2	0	29A	0	0	-2	96.1	3.9	2.21E-05	208.5562986	0.08127154	169.6016639	Pflu	Pflu	W	0	0	0	1	1
36A	39A	2	1	39A	0	1	-1	89.2	10.8	9.68E-05	348.5524231	0.021900818	155.1516859	Pflu	Pflu	W	0	0	0	1	1
36A	34A	2	0	34A	0	0	-2	89.5	10.5	4.49E-05	305.3775538	0.097425266	129.1632426	Pflu	Pflu	W	0	0	0	1	1
36A	27A	2	0	27A	0	0	-2	89.3	10.7	0.000204361	468.8792679	0.030676241	98.0620099	Pflu	Pflu	W	0	0	0	1	1
36A	36B	2	0	36B	0	0	-2	89.3	10.7	0.000193751	444.0901222	0.024826174	45.0011579	Pflu	Pflu	W	0	0	0	1	1
36A	33E	2	0	33E	0	0	-2	89.3	10.7	0.000174925	391.8146861	0.06441168	100.3724809	Pflu	Pflu	W	0	0	0	1	1
36A	13A	2	0	13A	0	0	-2	89.3	10.7	0.000205837	447.5689987	0.015512674	17.1302105	Pflu	Pflu	W	0	0	0	1	1
36A	03A	2	0	03A	0	0	-2	89.2	10.8	0.000107801	329.9433413	0.043563366	106.2301339	Pflu	Pflu	W	0	0	0	1	1
36A	06A	2	0	06A	0	0	-2	89.2	10.8	0.000107412	349.3034126	0.054976022	139.3692029	Pflu	Pflu	W	0	0	0	1	1
36A	46A	1	2	36A	1	2	1	89.1	10.9	0.000299924	94.6353917	0.126255192	176.5461564	Pflu	Pflu	W	0	0	0	1	1
06B	07B	0	1	06B	2	1	1	100	0	0.000145193	104.613999	0.100311299	284.1076533	Pflu	Pflu	W	0	0	0	1	1
06B	43A	2	0	43A	0	0	-2	96.2	3.8	0.000273869	437.807886	0.067723595	152.3990639	Pflu	Pflu	W	0	0	0	1	1
06B	29A	2	0	29A	0	0	-2	96.1	3.9	0.000119124	315.885008	0.016189432	49.398321	Pflu	Pflu	W	0	0	0	1	1
06B	39A	2	0	39A	0	0	-2	89.2	10.8	4.45E-05	455.8811325	0.04318129	34.948343	Pflu	Pflu	W	0	0	0	1	1
06B	34A	2	0	34A	0	0	-2	89.5	10.5	0.000186206	412.7062632	0.162507374	249.3665855	Pflu	Pflu	W	0	0	0	1	1
06B	27A	2	0	27A	0	0	-2	89.3	10.7	0.000345623	576.2079773	0.034405867	22.141333	Pflu	Pflu	W	0	0	0	1	1
06B	36B	2	0	36B	0	0	-2	89.3	10.7	0.000335013	551.4188316	0.040255934	75.202185	Pflu	Pflu	W	0	0	0	1	1
06B	33E	2	0	33E	0	0	-2	89.3	10.7	0.000316187	499.1433955	0.000670428	19.830862	Pflu	Pflu	W	0	0	0	1	1
06B	13A	2	0	13A	0	0	-2	89.3	10.7	0.000347099	554.8977081	0.049569434	103.0731324	Pflu	Pflu	W	0	0	0	1	1
06B	03A	2	0	03A	0	0	-2	89.2	10.8	0.000249063	437.2720507	0.021518742	13.973209	Pflu	Pflu	W	0	0	0	1	1
06B	06A	2	0	06A	0	0	-2	89.2	10.8	0.000248674	456.632122	0.010106086	19.16586	Pflu	Pflu	W	0	0	0	1	1
06B	46A	0	1	06B	2	1	1	89.1	10.9	0.000158662	201.9641011	0.1913373	296.7494993	Pflu	Pflu	W	0	0	0	1	1
07B	43A	2	0	43A	0	0	-2	96.2	3.8	0.000128676	542.421885	0.032587704	131.7085894	Pflu	Pflu	W	0	0	0	1	1
07B	29A	2	0	29A	0	0	-2	96.1	3.9	2.61E-05	420.499007	0.116500731	333.5059743	Pflu	Pflu	W	0	0	0	1	1
07B	39A	2	0	39A	0	0	-2	89.2	10.8	0.00010074	560.4951315	0.057130009	319.0559963	Pflu	Pflu	W	0	0	0	1	1
07B	34A	2	0	34A	0	0	-2	89.5	10.5	4.10E-05	517.3202622	0.062196075	34.7410678	Pflu	Pflu	W	0	0	0	1	1
07B	27A	2	0	27A	0	0	-2	89.3	10.7	0.00020043	680.8219763	0.065905432	261.9663203	Pflu	Pflu	W	0	0	0	1	1
07B	36B	2	0	36B	0	0	-2	89.3	10.7	0.00018982	656.0328306	0.060055365	208.9054683	Pflu	Pflu	W	0	0	0	1	1
07B	33E	2	0	33E	0	0	-2	89.3	10.7	0.000170994	603.7573945	0.099640871	264.2767913	Pflu	Pflu	W	0	0	0	1	1
07B	13A	2	0	13A	0	0	-2	89.3	10.7	0.000201906	659.5117071	0.050741865	181.0345209	Pflu	Pflu	W	0	0	0	1	1
07B	03A	2	0	03A	0	0	-2	89.2	10.8	0.00010387	541.8860497	0.078792557	270.1344443	Pflu	Pflu	W	0	0	0	1	1
07B	06A	2	0	06A	0	0	-2	89.2	10.8	0.000103481	561.246121	0.090205213	303.2735133	Pflu	Pflu	W	0	0	0	1	1
07B	46A	2	1	46A	0	1	-1	89.1	10.9	0.000303855	306.5781001	0.091026001	12.641846	Pflu	Pflu	W	0	0	0	1	1
43A	29A	0	0	RNI	2	0	0	99.8	0.2	0.000154745	121.922878	0.083913027	201.7973849	Pflu	Pflu	W	0	0	1	0	1
43A	39A	2	1	39A	0	1	-1	89.4	10.6	0.000229416	18.0732465	0.024542305	187.3474069	Pflu	Pflu	W	0	0	0	1	1
43A	34A	0	0	RNI	2	0	0	89.8	10.2	8.77E-05	25.1016228	0.094783779	96.9675216	Pflu	Pflu	W	0	0	1	0	1
43A	27A	2	0	27A	0	0	-2	89.3	10.7	7.18E-05	138.4000913	0.033317728	130.2577309	Pflu	Pflu	W	0	0	0	1	1
43A	36B	2	1	36B	0	1	-1	89.3	10.7	6.11E-05	113.6109456	0.027467661	77.1968789	Pflu	Pflu	W	0	0	0	1	1
43A	33E	2	2	RI	0	2	0	89.3	10.7	4.23E-05	61.3355095	0.067053167	132.5682019	Pflu	Pflu	W	0	1	0	0	1
43A	13A	2	1	13A	0	1	-1	89.3	10.7	7.32E-05	117.0898221	0.018154161	49.3259315	Pflu	Pflu	W	0	0	0	1	1
43A	03A	1	1	RI	1	1	0	89.3	10.7	2.48E-05	0.5358353	0.046204853	138.4258549	Pflu	Pflu	W	0	1	0	0	1
43A	06A	2	1	06A	0	1	-1	89.3	10.7	2.52E-05	18.824236	0.057617509	171.5649239	Pflu	Pflu	W	0	0	0	1	1
43A	46A	0	2	43A	2	2	2	88.7	11.3	0.000432531	235.8437849	0.123613705	144.3504354	Pflu	Pflu	W	0	0	0	1	1
29A	39A	1	1	RI	1	1	0	89.2	10.8	7.47E-05	139.9961245	0.059370722	14.449978	Pflu	Pflu	W	0	1	0	0	1
29A	34A	1	0	34A	1	0	-1	89.7	10.3	6.71E-05	96.8212552	0.178696806	298.7649065	Pflu	Pflu	W	0	0	0	1	1
29A	27A	1	0	27A	1	0	-1	89.3	10.7	0.000226499	260.3229693	0.050595299	71.539654	Pflu	Pflu	W	0	0	0	1	1
29A	36B	1	1	RI	1	1	0	89.3	10.7	0.000215889	235.5338236	0.056445366	124.600506	Pflu	Pflu	W	0	1	0	0	1
29A	33E	1	2	29A	1	2	1	89.3	10.7	0.000197063	183.2583875	0.01685986	69.229183	Pflu	Pflu	W	0	0	0	1	1
29A	13A	1	1	RI	1	1	0	89.3	10.7	0.000227975	239.0127001	0.065758866	152.4714534	Pflu	Pflu	W	0	1	0	0	1
29A	03A	0	1	29A	2	1	1	89.3	10.7	0.000129939	121.3870427	0.037708174	63.37153	Pflu	Pflu	W	0	0	0	1	1
29A	06A	1	1	RI	1	1	0	89.3	10.7	0.00012955	140.747114	0.026295518	30.232461	Pflu	Pflu	W	0	1	0	0	1
29A	46A	0	2	29A	2	2	2	88.5	11.5	0.000277786	113.9209069	0.207526732	346.1478203	Pflu	Pflu	W	0	0	0	1	1
39A	34A	1	0	34A	1	0	-1	94.4	5.6	0.000141753	43.1748693	0.119326084	284.3149285	Pflu	Pflu	W	0	0	0	1	1
39A	27A	2	1	27A	0	1	-1	93.4	6.6	0.00030117	120.3268448	0.008775423	57.089676	Pflu	Pflu	W	0	0	0	1	1
39A	36B	2	2	RI	0	2	0	93.4	6.6	0.00029056	95.5376991	0.002925356	110.150528	Pflu	Pflu	W	0	1	0	0	1
39A	33E	2	2	RI	0	2	0	93.4	6.6	0.000271734	43.262263	0.042510862	54.779205	Pflu	Pflu	W	0	1	0	0	1
39A	13A	2	2	RI	0	2	0	93.4	6.6	0.000302646	99.0165756	0.006388144	138.0214754	Pflu	Pflu	W	0	1	0	0	1
39A	03A	1	2	39A	1	2	1	93.1	6.9	0.00020461	18.6090818	0.021662548	48.921552	Pflu	Pflu	W	0	0	0	1	1
39A	06A	1	1	RI	1	1	0	93.1	6.9	0.000204221	0.7509895	0.033075204	15.782483	Pflu	Pflu	W	0	1	0	0	1
39A	46A	0	2	39A	2	2	2	92.1	7.9	0.000203115	253.9170314	0.14815601	331.6978423	Pflu	Pflu	W	0	0	0	1	1
34A	27A	0	0	RNI	2	0	0	93.1	6.9	0.000159417	163.5017141	0.128101507	227.2252525	Pflu	Pflu	W	0	0	1	0	1
34A	36B	0	1	34A	2	1	1	93.1	6.9	0.000148807	138.7125684	0.12225144	174.1644005	Pflu	Pflu	W	0	0	0	1	1
34A	33E	0	1	34A	2	1	1	93.1	6.9	0.000129981	86.4371323	0.161836946	229.5357235	Pflu	Pflu	W	0	0	0	1	1
34A	13A	0	1	34A	2	1	1	93.1	6.9	0.000160893	142.1914449	0.11293794	146.2934531	Pflu	Pflu	W	0	0	0	1	1
34A	03A	0	1	34A	2	1	1	92.9	7.1	6.29E-05	24.5657875	0.140988632	235.3933765	Pflu	Pflu	W	0	0	0	1	1
34A	06A	0	1	34A	2	1	1	92.9	7.1	6.25E-05	43.9258588	0.152401288	268.5324455	Pflu	Pflu	W	0	0	0	1	1
34A	46A	0	2	34A	2	2	2	92.3	7.7	0.000344868	210.7421621	0.028829926	47.3829138	Pflu	Pflu	W	0	0	0	1	1
27A	36B	0	1	27A	2	1	1	100	0	1.06E-05	24.7891457	0.005850067	53.060852	Pflu	Pflu	W	0	0	0	1	1
27A	33E	0	1	27A	2	1	1	100	0	2.94E-05	77.0645818	0.033735439	2.310471	Pflu	Pflu	W	0	0	0	1	1
27A	13A	0	1	27A	2	1	1	100	0	1.48E-06	21.3102692	0.015163567	80.9317994	Pflu	Pflu	W	0	0	0	1	1
27A	03A	0	1	27A	2	1	1	98.2	1.8	9.66E-05	138.9359266	0.012887125	8.168124	Pflu	Pflu	W	0	0	0	1	1
27A	06A	0	1	27A	2	1	1	98.2	1.8	9.69E-05	119.5758553	0.024299781	41.307193	Pflu	Pflu	W	0	0	0	1	1
27A	46A	0	2	27A	2	2	2	93.2	6.8	0.000504285	374.2438762	0.156931433	274.6081663	Pflu	Pflu	W	0	0	0	1	1
36B	33E	1	1	RI	1	1	0	100	0	1.88E-05	52.2754361	0.039585506	55.371323	Pflu	Pflu	W	0	1	0	0	1
36B	13A	1	1	RI	1	1	0	100	0	1.21E-05	3.4788765	0.0093135	27.8709474	Pflu	Pflu	W	0	1	0	0	1
36B	03A	1	1	RI	1	1	0	98.2	1.8	8.60E-05	114.1467809	0.018737192	61.228976	Pflu	Pflu	W	0	1	0	0	1
36B	06A	1	1	RI	1	1	0	98.2	1.8	8.63E-05	94.7867096	0.030149848	94.368045	Pflu	Pflu	W	0	1	0	0	1
36B	46A	0	2	36B	2	2	2	93.2	6.8	0.000493675	349.4547305	0.151081366	221.5473143	Pflu	Pflu	W	0	0	0	1	1
